@relation corpus_tweets_t1 
@attribute text string 
@attribute classe {+,-,=}
@data
"@Actuenviro #COP21 L'adaptation au changement climatique passe par l'eau http://t.co/tNgiM27hMy", =
"Il n'est pas nécessaire de changer d'installation si vous voulez installer des panneaux solaires chez vous ! http://t.co/toViWXFmp0", +
"@PUBfr Effectivement, j’ai pris le « following »  !  Par contre, j’ai oublié de prendre en compte dans l’écosystème le compte Twitter fr.", =
"Cabella de Montpellier à Newcastle, le changement climatique va faire mal", -
"L’UE somme les Etats d’optimiser les dépenses en faveur des ENR | Quelle Energie : Le magazine http://t.co/5lr6CQXllJ", +
"210 millions de dollars de l'USAID pour la biodiversité http://t.co/GgiqQTr6aF #international", +
"@petrusjean @yfblanchet @penseeautonome @r_stonge les éoliennes st un problème + complexe que ça, il reste que c'est une filière accessoire.", -
"Je soutiens le développement durable et l' #écologie ! http://t.co/4q1VR97PQZ #DD #Climat #crowdfunding @sacapart @Kissbankers", +
"#Algérie: Le programme des énergies renouvelables entre dans une nouvelle étape http://t.co/Gt2A5M0bZS", =
"La validation du plan togolais sur la biodiversité a démarré ce 14 juillet à Lomé.", +
"L’EAA appuie le Togo dans la lutte pour la rédu... http://t.co/Qx4508Dhsl", +
"L'architecte qui marie une centrale électrique avec une piste de ski http://t.co/iQTwHFGdSB via @gowherehiphop", =
"La #capacité totale d' #éolien #offshore en #Europe peut alimenter la population des Pays-Bas http://t.co/DW4PLopaXw via @redacTendances", +
"Des vieilles branches mises en lumière | @scoopit via @Zehub http://t.co/Tei5fCKEp8", =
"@FdeRugy quand vous êtes au chômage, les éoliennes et les panneaux solaires sont des problèmes de riches @mayiia2", -
"14 juillet 2006, israel bombarde la centrale électrique d Jiyé, Liban e provoque la + grande marée noire d la Méditerranée Bonjour les gens", =
"Vidéo : La Guyane vue des cîmes des arbres | @scoopit http://t.co/2Y63zInPMv via @Pescalune #Biodiversité #Sciences #Ecologie #Forêt", =
"Un député EELV justifie les attaques sur les synagogues ! C'est un scandale d'en arriver là... http://t.co/7YqCKMuKzQ]", -
"La carte interactive de Gartner à propos de l’écosysteme du marketing digital http://t.co/IAiwMtTWg7", =
"Mauvaise nouvelle: #braconnage en hausse! Les #rhinocéros dans la mire des braconniers http://t.co/prWxaWJVBg #biodiversité #conservation", -
"@PierreMinnaert comment on peut dire des conneries comme cela quand on est ecologiste", -
"On imagine le future des mégapoles partout mauvais ça détruit l'écosystème", -
"Comment vivrons nous le changement #climatique http://t.co/SHH7tjtdXs #urbanisation #securitealimentaire #faim http://t.co/QMPbmqkXJW", =
"Les écolos ont raison de déplorer l'absence d'écologie dans #entretienPR. Du point de vue économique et social, le changement climatique", +
"J'ai rejoint le groupe Viadeo CONSTRUCTION ET DEVELOPPEMENT DURABLE : http://t.co/hg04GEeCLQ", =
"Face à la pénurie des ressources de toutes natures ce n'est pas de développement durable dont nous avons besoin mais d'enveloppement durable", -
"Utiliser l'énergie solaire dans les procédés industriels, le pari de Rackam @rackamsolaire via @LP_LaPresse http://t.co/PnNY6BYYin #Energie", +
"Plein de justesse, comme d'habitude. Histoires d'amours plurielles  http://t.co/MSKecgsR4S via @audrenlerioual", +
"EELV : "François Hollande oublie l'écologie dès qu'il n'y a plus de ministres écologistes au gouvernement". http://t.co/63SWQ4Cp04", -
"EELV : "François Hollande oublie l'écologie dès qu'il n'y a plus de ministres écologistes au gouvernement". http://t.co/63SWQ4Cp04", -
"Arnaud Montebourg: « Nous construisons la France des énergies renouvelables, moins dépendante aux hydrocarbures »  http://t.co/AnexNrecni", +
"Sibelga déconseille les éoliennes à Bruxelles. #reportage http://t.co/wXOTVsjP2n", -
"Les énergies renouvelables en France : les chiffres 2013 http://t.co/aBeFOjvi3O via @feedly", =
"#oenotourisme: Œnotourisme durable - Le développement durable est un concept qui prend de plus en plus d'importance dans l'esprit des...", +
"On a plombé le condor de Californie | Courrier international (v Biodiversité le monde du vivant) http://t.co/Tdz9thXdZP", -
"#biodiversité Une grainothèque pour troquer des semences (reportage vidéo) http://t.co/rzjc4Zjwv3", =
"Consultant Stagiaire Développement Durable (#NeuillysurSeine) at PwC http://t.co/unOwmRLwsX #internship http://t.co/HTqiLfybOi", =
"DES ÉOLIENNES!!!!!! #Lamèque #Majestic http://t.co/9WyFK0eq9k", =
"Bienvenue sur SAUVAGES de PACA | SAUVAGES de PACA | @scoopit http://t.co/qhcxyKtgD3", +
"La Watrix: une motomarine silencieuse alimenté par l'énergie solaire http://t.co/bRQF7DpOtu", +
"Changement climatique - Les maladies tropicales débarquent : la bilharziose http://t.co/9GjDM3o9LN", =
"Pluie de permis accordés par Ph. Henry co/ à Tinlot : 5 éoliennes entre Soheit et Terwagne http://t.co/FGMyrPzGud Pourquoi?", +
"Environnement - Plus de 200 villes renforcent leur résilience face au changement climatique: Pour atténuer les... http://t.co/wGwYDOT0gr", +
"Abatages de #Loups: @RoyalSegolene ou la honte de l'écologie Française http://t.co/gZZ8WIu8zB", -
"@FdeRugy encore faudrait-il qe les écologistes parlent d'#environnement au lieu de faire de la compromission permanente pr qlques placé...s", -
"@MVincentFCPE @mathazay Nous avions aussi des capteurs solaires. On captait les rayons de soleil qui rentraient dans la classe ...", =
"Un bel article qui montre que la culture est un écosystème fragile basé sur une nécessaire diversité culturelle  http://t.co/ikPFzpubjG", +
"Oh les verts je sais pas si vous avez pas encore compris mais l'écologie en politique on s'en bat le couilles 👍", -
"L'écologie plait au Capital parce que ça permet de refourguer des nouvelles technologies déshumanisantes et destructrices de paysages.", -
"Eoliennes, solaire, transport en commun qui culpabilise le prolo et sa voiture, etc. #LT", -
"Roanne : Plombier-Chauffagiste  - Installateur conseil en énergies renouvelables et climatisation :  http://t.co/eju6PHU7El", =
"Energies renouvelables : Double consécration pour le Maroc à l'ONU Sonia Mezzour, Secrétaire Général de l'Agence... http://t.co/C2zyXd1r8Z", +
"AUDIO] Le Ministère de l’Environnement et du Développement Durable e ... - http://t.co/qhWFJi3jRm http://t.co/bR1ytZJwgB", =
"@GaetanTweet Moi quand je parle économie et vie quotidienne des Français j'en viens vite à parler d'écologie : emplois verts, éco-industries", =
"Au pied des éoliennes de Quévy (B), le raisin se gorge de saveurs avant les vendanges de s http://t.co/pk9R3IWEpc", =
"#environnement #énergie Essoufflement ? Eolien en mer: baisse du nombre de nouvelles éoliennes http://t.co/uwXOg57k1G via @redacTendances", -
"Chasse: 16 accidents mortels cette année http://t.co/W7DyD2Vznq #Chasse #Animaux #Biodiversité #Chasseurs #Environnement #Ecologie", =
"#ClimateChange : Plus de 200 villes renforcent leur résilience face au changement climatique http://t.co/aFZIrid2bt via @actuenviro", +
"Actualité &gt; Les appareils connectés en mode veille : un gâchis planétaire: http://t.co/Im589wIaaT", -
"@LuluuStucru @Xunevox .. Aussi mais y'a une part d'écologie aussi , comme ça on apprend en s'amusant et en économisant ! Si c'est pas beau !", +
"'berkati/france-2014' news Un 14 juillet sans écologie ni vision d’avenir | Eur… http://t.co/aYrn7tVsGB, see more http://t.co/gWBvG6fzyO", =
"Les dirigeants des Balkans veulent renforcer la coopération économique http://t.co/yhp8mTLebY #ecologie", +
"Le Centrale électrique solaire était déjà super, mais là, ilest encore mieux ! http://t.co/3L7jeKrWIv #ipad #ipadgames #gameinsight", +
"Le @CQVBinfo ferme ses portes http://t.co/3Qf87CizK9 Une perte pour l’écosystème québécois de l’innovation", =
"ETATS-UNIS - Sauvetage de Pélican brun et d'autres animaux sauvages en Floride http://t.co/4YpNmBXFbM #Biodiversité-RésilienceduVivant", +
"Agriculture. Des éleveurs s'engagent pour la biodiversité - http://t.co/hOuMKQCsfy #GoogleAlerts", +
"Au lieu de faire de la #Tunisie un pays xénophobe (timbre carte de séjour X 10), faites une taxe pour les sacs plastiques. #Tngov #Écologie", -
"Eolien en mer: baisse du nombre de nouvelles éoliennes – Entreprises – Actualité – Trends.be http://t.co/593jteUyem", =
"14 juillet Rouen des voitures au milieu des spectateurs, l'écologie autrement d'Yvon Robert http://t.co/fviZ8uROAs", =
"“@angersinfo: « A Angers, le bus et le vélo paient pour la voiture ! » selon Europe-Ecologie. http://t.co/MVEMuLwpo5” Le choix est clair!", =
"200 villes renforcent leur résilience au changement climatique. #c40  http://t.co/8XzvhVr5fc", +
"@lauhaim bonjour l ecologie", =
"#Débat | "Les enjeux sont très importants" http://t.co/6ftlEUfAPB Faut-il avoir peur de la #biodiversité ? > @AvenirB @NasyonCreole", +
"@Sorahia_khams absolument faux. Par contre le #Hamas a visé avec ses roquettes la centrale électrique qui alimente #Gaza... très logique.", -
"#Internship: Consultant Stagiaire Développement Durable (#NeuillysurSeine) http://t.co/JXvWPekQWp http://t.co/86q6HnCtlF", =
"PwC is hiring a Consultant Stagiaire Développement Durable (#NeuillysurSeine) http://t.co/Hr645J4QfH #internship http://t.co/iefoJUvH08", =
"PANNEAUX PHOTOVOLTAIQUES: Richard TAUVEL consultant en énergie solaire vous propose ses services pour tous vos... http://t.co/H8Rrlzci0r", =
"Energies renouvelables : Double consécration pour le Maroc à l'ONU http://t.co/SxjlaqfqoN", +
"#assnat c'était le temps que l'on questionne de gaspillage d'argent avec les projets du bâtisseur,La Romaine.Pas mal pire que les éoliennes", -
"Le programme des énergies renouvelables entre dans une nouvelle étape (Page 1 of 2) http://t.co/JdeS7XgEaY #afrique", =
"Il y a un bal parfumé dans ma chambre. J'ai mis à brûler quelques bâtonnets d'encens, histoire de planter mon écosystème d'ermite ...", +
"@ToxicLifeFul la turfurication des équations de l'écosystème bipolaire en fonction de la puissance énergétique d'un magnétique chargée 😧", =
"Razmetkus, un concept de route connectée  Si les routes peuvent se transformer en énormes panneaux solaires, elles.. http://t.co/5ZlSAoPoGz", =
"Un groupe écologiste déplore les menaces pesant contre les parcs nationaux: OTTAWA - Un groupe environnemental... http://t.co/TYsP5msxu3", +
"Un groupe écologiste s'inquiète du sort des parcs nationaux: Un groupe environnemental dénonce l'état des parcs... http://t.co/MRoqndVTZ4", -
"Et la réponse est http://t.co/nkqDdKO7sV @Isadeguyane: Guyane #Pétrole : Des militants écologistes s'opposent à Shell http://t.co/8iWewwVe9F", =
"Les éleveurs du groupement des fermiers d'Ancenis s'engagent pour la biodiversité http://t.co/zxQ75C9IkO cc @terrenacoop #AEI #AgriConfiance", +
"Chronique des Droits de l'Homme - Les OGM et la panne de la biodiversité agricole http://t.co/OPIhaeksvG", -
"Un groupe écologiste s'inquiète du sort des parcs nationaux  http://t.co/z9NujKW8zM", -
"L'adaptation au changement climatique: L'adaptation émerge aujourd'hui comme une dimension incontournable de l... http://t.co/C3amfwWrlq", +
"ReporTerre - L'adaptation au changement climatique: L'adaptation émerge aujourd'hui comme une dimension incont... http://t.co/y8CtXAKAtl", +
"Reporterre - L'adaptation au changement climatique http://t.co/6IafCZ155O | http://t.co/r3qAjdYdhB #réseauFdG", =
"#Climat - A lire : "L'adaptation au changement climatique" http://t.co/BLRyCcuBxh via @Reporterre", =
"#Bordeaux Trop d'argent dans la Garonne : la biodiversité du fleuve menacée par une pollution aux métaux http://t.co/2ULjMLjYGh", -
"#biodiversité Quand la permaculture crée des jardins-forêts comestibles... http://t.co/2wplO5FUFS", =
"Suivi de la migration à Organbidexka | @scoopit http://t.co/dKuVteqrmh #Oiseaux #Biodiversité #Sciences #Environnement #Ecologie", =
"C'est déjà trop tard, les porcs sont au pouvoir et tout ce qu'ils touchent est souillé! désastre écologique https://t.co/1OmJf7u8z5", -
"@RoyalSegolene #norme #pollution #metaux #ecologie L'argent ne fait pas le bonheur... http://t.co/HgpRwlq38l", -
"#Biodiversité : Engadine : Rendre la réserve grisonne encore plus sauvage http://t.co/VFuErFzQKZ", -
"@O2SR @delespierreben A Gorges, les verraient même pas les éoliennes.", =
"BOUM: Plus de 200 villes renforcent leur résilience face au changement climatique http://t.co/FPd0gGCa6X", +
"#TDF : La Linaigrette à feuilles étroites (Le Tour de France de la #biodiversité 11/21) http://t.co/OkWjsj1odH", =
"#DD Plus de 200 #villes renforcent leur #résilience face au #changement #climatique http://t.co/TgOaQzCQw2", +
"@RoyalSegolene Pour accélérer le processus : un bonus écologique pour TOUS les VE #transitionénergétique #Petition http://t.co/To4CTcREvT", =
"#Fin4Ag14 #open T. Rhoda Peace: il faut reduire les risques liés au changement climatique pour développer l'#agriculture", +
"[Carnac] 15 Juillet : Conférence sur « l’écologie humaine » http://t.co/M56U6uLvqW", =
"Une belle initiative : #Bordeaux, la première épicerie zéro emballage. #écologie  http://t.co/IV9nLbni3L", +
"LightSail se propulsera dans l'espace uniquement à l'#énergie #solaire http://t.co/3KXatiRjGb #role_energies", +
"Correze - MAISON A OSSATURE BOIS ECOLOGIQUE: La société "Maisons Novella", implantée en Bulgarie, est spéciali... http://t.co/BMUqvefYAq", =
"Solar Décathlon : l’innovation rayonne à Versailles : http://t.co/luGTGgMbXf", +
"Moustiques tigre, tiques, sarcoptes: une invasion en France? | @scoopit http://t.co/Zq0kb9et3h", =
"Un engin à énergie solaire lancé dans l'espace en 2016 - UP Magazine | @scoopit http://t.co/2mQmhuaHBZ", +
"Canada : un groupe écologiste s'inquiète du sort des parcs nationaux. #environnement http://t.co/oApZjDZB3S", -
"L'exposition aux pesticides altère les repères spatiaux des abeilles | @scoopit http://t.co/SaIBli0bQo", -
"@cepcam heureusement que c'est compensé par les éoliennes.", +
"Etablir un cadre réglementaire stable et prévisible en faveur des énergies renouvelables… http://t.co/6kcPQ0tERJ", +
""Pierre #Rabhi, au nom de la terre" #Bruxellesfaitsoncinema : à 22h, Place Cardinal Mercier à Jette #ecologie http://t.co/rkYVV4yzVX", =
"On a plombé le condor de Californie | @scoopit http://t.co/U8EO3LAu4k", -
"Video : On a Louisiana island, 2014 generation of pelicans may be last - http://t.co/7XZyeMMfKP #Birds #Oiseaux #Biodiversity #Biodiversité", =
"Le gouvernement récompense les entreprises écologiques - Bioaddict http://t.co/Js2vG3Zw30", +
"Var : les #gendarmes vont patrouiller en voiture électrique http://t.co/Wb47gjylQ7 via@francebleu.fr", =
"Des panneaux photovoltaïques sur l'atelier communal - Ouest-France | @scoopit http://t.co/NprxhQQfF8", =
"L'unité de production n°3 de la centrale de #Cattenom alimente de nouveau le réseau électrique national  http://t.co/bL9yoL6vP2", =
"Cette semaine, à l'agenda de @fcuvillier, secrétaire d’État chargé des transports, de la mer et de la pêche http://t.co/L2NAxESqvr", =
"via @contexteenergie : @JunckerEU : les #énergies renouvelables sont indispensables pour "avoir demain des avantages compétitifs constants"", =
"Fontaine-Daniel : une si belle #histoire http://t.co/IjKWpBfvAn #Mayenne #villageprefere #utopie #ecologie #social", +
"Nouvelle France industrielle : un plan Navires écologiques pour soutenir la filière navale | http://t.co/RywtxxXokx", +
"RT"@edykristella2: Directeur CTA-l’accès limité au crédit ne facilite pas le développement durable de l’agriculture #open #Fin4ag14 #CTA"", -
