@relation corpus_tweets_t1 
@attribute text string 
@attribute polarity {+,-,=}
@data
"unite production ∞3 centrale #cattenom alimente nouveau ©seau electrique national  <url>", =
"semaine, a agenda <utilisateur>, secretaire Äô√âtat charge transports, mer ™che <url>", =
"<utilisateur> : <utilisateur> : #energies renouvelables indispensables avantages competitifs constants", =
"fontaine-daniel : belle #histoire <url> #mayenne #villageprefere #utopie #ecologie #social", +
"nouvelle france industrielle : plan navires ecologiques soutenir filiere navale | <url>", +
"rt<utilisateur>: directeur cta-Äôaccelimite crefacilite ©veloppement durable Äôagriculture #open #fin4ag14 #cta", -
".<utilisateur> : ¬´¬†Äôunion energetique deviendra no. 1 energies renouvelables monde¬†¬ª #ep2014 #eutopjobs #enr", =
"#rt <utilisateur>: comite fiscalite #ecologique, #tgap #©chets modifiea marge <url> ‚Ä¶ <utilisateur>", =
"fontaine-daniel : belle histoire - <utilisateur> <url> #utopie #ecologie #social #histoire #mayenne", +
"bilan chaud 5emonaco blue initiative !! <url>", +
"enque#plan sri lanka ©®inquietude enfants face changement climatique => <url>", -
"egalite ®enfance  <url> #ecologie mediaterre", =
"up magazine - engin a energie solaire lance espace 2016 <url> <utilisateur>", =
"merci <utilisateur> rt fontaine-daniel : belle #histoire <url> #mayenne #villageprefere #utopie #ecologie #social", +
"merci <utilisateur> rt fontaine-daniel : belle #histoire <url> #mayenne #villageprefere #utopie #ecologie #social", +
"cannabis changement climatique - <url>", =
"blancier, montres ecologiques concues a partir capsules †cafe <url>", =
"dialogue 2014 petersberg climat <url>", =
"#ecologie #innovation beauval: chauffer zoo ¢crottes panda <url> <utilisateur>", =
"refinancement 5 #centralessolaires sud france - <url>", +
"<utilisateur> cas #nddl + ecologique cembe #nddl <utilisateur> stop&go <utilisateur> <utilisateur> <utilisateur>", -
"domaines sante, ©©phonie mobile, agriculture ©veloppement durable, .. <url>", =
"edf recoit feu vert cameroun construire centrale hydroelectrique <url> #actualiteeconomique", +
"avis ©libe© autorite enviro. projet gestion ©diments rance issus site lyvet <url>", +
"cbizarre changement climatique texas france !", -
"rt <utilisateur>: sgnu ban ki-moon annonce nomination #maryrobinson envoyespeciale changement climatique.", =
"biologement fr  specialistes decoration ecologique <url>", =
"®©sherbage inquie elus craignent pollution Äôeau potable <url> #environnement #ecologie", -
"apprenti ingenieur qhse ©veloppement durable alten-stage-alternance...: <url>", =
"100 solutions changer socie© <url> <utilisateur>", +
"54% population mondiale vit zones urbaines, proportion passerait a 66% 2050 <url> #complexity #ecologie", =
"groupe ecologiste inquiesort parcs nationaux | national | <utilisateur> <url> #environnement #ecologie", -
"publication ademe : solaire etats  <url> #ecologie mediaterre", =
"2 poules promenent lieu travail... #josebove #verts #ecologie #peace", =
"π nature evolue seule | <url> #environnement #biodiversite #jura", +
"#top10 lieux + photogeniques monde <url>", =
"<utilisateur> <utilisateur> ideecologiques transforment ¥pompe a fric, payons.", =
"produit village ! <url>", =
"#fin4ag14 #open #pnp ministre <utilisateur>: changement climatique rend choses difficiles", -
"parle ecologie culpabilise  prend con. politique ©ant .", -
"tour triangle exigence matiere ©veloppement durable <url>", =
"djamila sonzogni ¬ª 14 juillet ecologie vision Äôavenir <url> <utilisateur> #eelv #mulhouse", =
"eolien volant : eoliennes altitude <url>", =
"#ecologie parlementaires chevet ©novation thermique <url>", =
"budget supplementaire 2014 : propositions ©fendues ecologistes #conseildeparis juillet. <url>", =
"balcombe ©pond gaz schiste Äôenergie solaire <utilisateur>  <url>", =
"foot allemand ©forme 13ans pr 1 ©veloppement durable (formation; faible ratio recettes/masse salariale) <url>", =
"mediaterre - africasolar 2014 : 2eedition conference internationale energie solaire: 2ie (insti... <url>", =
"presentation dreal bourgogne radio dijon campus.  <url>", =
"islam grand danger 21 e®cle, pollution centrales electriques. <url>", -
"actu positive: prenez douches voulez,  ecologique economique! <url> #ap by <url>", +
"chine - exoneration taxe ©hicules electriques <url>", +
"#ecologie ecotaxe ©clenche grogne transporteurs routiers <url>", -
"rt <utilisateur>: 200 ©tropoles protegent face changement climatique  <url> <url>", +
"africasolar 2014 : 2eedition conference internationale energie ... - mediaterre <url> #solaire", =
"nouvelle #france industrielle : plan navires ecologiques soutenir filiere navale | <utilisateur> <url>", +
"e©, chaud soleil tape villes campagnes africaines...... <url>", =
"®competition, <utilisateur> confie refonte ecosystedigital a agence <utilisateur> <utilisateur>", -
"bluebees, ©veloppement durable besoin ! <url>", =
"#ecologie art prendre gens .eco-emballage jette poubelle bac tri <url>", =
"production #photovolta√Øjuin  ©passe <nombre> twh record #prodelec #pv etabli mai #eco2mix : <url>", =
"carrefour agit ©duire emissions gaz a effet serre. #biodiversite, #©chets‚Ä¶ engagement #cop21 ! <url>", +
"plongeìur baie france martinique proteger √âcosystemarin  2014/07/<duree>58 rfo ‚ñ∫ plonge.. <url>", +
"chemaze. mois, buse pourrit vie | <url>", -
"©tiers ©veloppement durable vent poupe. focus Äô ©connus public. <url>", +
"altriman 2014 : angles (66): samedi 12 juillet <nombre>  rejoignons athlejour !  so... <url>", =
"steria conseille assiste Äôesma gestion projets it interactions ecosysteit  <url>", +
"jardines dan sombra!! #jardineria #ecologie <utilisateur> :) <url>", =
"brebieres : nouvelles eoliennes programme conseil municipal brebieres, ©uni mercredi 9¬†juillet, .. <url>", =
"rapport : technologie contrer changement climatique : ©carboner electricite apparaipriorite <url>", +
"#mardidd : #ogm panne #biodiversite agricole <url> <utilisateur>", -
"©ductions emissions ges milieu forestier : consultation ©thodologie <url>", =
"#©veloppement #durable :  crematorium connecte ! ©cuperent Äôenergie ;) <url>", =
"biodiversite : bons indicateurs <url>", +
"©veloppement durable  base  Äôagriculture <url>", =
"urgent remplacer nucleaire, jean-pierre petit, anc... <url> #ecologie-conso-biodiversite-energie", -
"ressources enrichir projets ©dagogiques biodiversite pays ... <url>  #eduscol #tice", +
"#montreal 19 juillet : visite guide#flore urbaine¬†champ possibles <utilisateur> <url>", =
"biodiversite cultive : Äôexemple sorgho <url>", +
"#ecologie puits carbone forestiers : ©thodologie projets domestiques soumise a consultation <url>", =
"cameroun¬†: edf recoit feu vert construire centrale ... - <url> <url>", +
"©veloppement durable: #©tiers <url>", =
"bonne nouvelle peuple #camerounais... <url>", +
"edf recoit feu vert cameroun construire centrale hydroelectrique... <url>", +
"lbm: socie©, ecologie beaute programme ©<url>", +
"lbm: socie©, ecologie beaute programme ©<url>", +
"nouveau ministre energie changement climatique royaume-uni. <url>", =
"#biodiversite diversite espe©pend dumode gestion, notamment agriculture bio conventionnelle:<url>", =
"blog : creimpofaveur ©veloppement durable <url>", +
"<utilisateur> <utilisateur> emanifestement mauvaise foi.  presence ©othermie a bure pose proble©ponse.", -
"#ecologie colette charriau (eelv) candidate ©natoriales <url>", =
"concours cube2020 : poste immo premiere position : <url>", =
"loup, bouc emissaire ! | <utilisateur> <url>", -
"lien confirme utilisation neonicotinoides, pesticides, .. <url> #ecologie-conso-biodiversite-energie", +
"#directsenat <utilisateur> ecologistes savent economies: ppl diesel, pesticides, ondes -> enormes economies sante vue", +
"<utilisateur> <utilisateur> <utilisateur> marre cathedrales ™nent ( jolies eoliennes! <url>", -
"fil #afp #energie escroquerie panneaux solaires a avignon: an ferme: avignon - ancien ©rant so... <url>", =
"#¢timent #economie construire maisons 100 % ecologiques 4 mois <url>", =
"#btp #durable #dd #ecologie √âtienne crepon, nouveau president cstb <url>", =
"©utilisation eaux useÄôirrigation : solution locale situations critiques a Äôavenir <url>", +
"#produits #btp #¢timent prison ferme escroquerie panneaux solaires <url>", -
"#produits #btp #¢timent prison ferme escroquerie panneaux solaires <url>", -
"jugement americain ©jouit #ecologistes #que©cois <url> <utilisateur>", +
"maire bastia alerte ministre ecologie risque presente passage costa concordia large corse", -
"sri lanka - enfants inquiets impacts actuels futurs changement climatique environnement direct <url>", -
"<utilisateur> visite nouvelle fabrique √âcologique chatellerault cree <utilisateur> <url>", =
"diversite arbres, arme ecologique insectes ravageurs #chenilleprocessionnaire #biodiversite <url>", +
"prison ferme escroquerie panneaux solaires: ancien ©rant socie© pose panneaux sol... <url>", -
"ue: elisabeth guigou candidate a poste a commission <url> #ecologie", =
"Äôallemagne ©forme Äô#energiewende revoit dispositif Äôaide #enr <url> #transition <url>", +
"#edf acheeoliennes usa. alimentent data center microsoft. #eelv #energierenouvelable #ecologie <url>", +
"¬´¬†maison¬†¬ª¬†: label contraire | <utilisateur> <url>", =
"#plfr <utilisateur> e© constructifs proposant soutenir transition ecologique annuler suppressions credits", +
"#eolien #offshore : baisse nombre nouvelles eoliennes <url>", =
"#plfr <utilisateur> ©tablir credits mission ecologie priorite #directan", +
"videos engageantes apprendre ©veloppement durable: nouveau site web francais <url> <url>", +
"entre contact doudou ndiaye - chef centrale electrique, matforce viadeo : <url>", =
"dialogue 2014 petersberg climat (14/15 juillet)  <url>", +
"biodiversite ©veloppement durable : petite histoire verte campus <url> <utilisateur>", =
"escroquerie panneaux solaires : an prison ferme Äôancien ©rant <url>", -
"ministre ecologie, ©goleroyal, ©cide proteger eleveurs facilitant tirs .. <url>", +
"#suisse: ¬´gens Äôimaginent Äôimpact visuel cumule eoliennes¬ª <url>", =
"escroquerie panneaux solaires :  an prison ferme Äôancien ©rant: tribunal correctionnel Äô.. <url>", -
"#transports : 1er secteur engage #mixite ©tiers <url> <utilisateur> cc <utilisateur> #transport", +
"animaux sauvages bar a waterloo | <url>  #animaux #biodiversite #ecologie #environnement #droitsdesanimaux", =
"chasse loup ouverte: prefet autorise tir pre®vement e© isere <url> #biodiversite #loup #animaux", +
"fh campagne plat transition energetique. 2 ans, loi ecologie?", -
"fh campagne plat transition energetique. 2 ans, loi ecologie?", -
"europe ©duit 25% installation eoliennes offshore premier semestre. <url>", +
"brasseur air e65. vente ligne taxe douane inclus... <url>", =
"<utilisateur> vive tva #revenudebase, fera payer capital richesse creemachines!! <url>", +
"chanter chansons: facexprimer sentiments. crois conservation nature,... <url>", +
"ondr, structure service  ©veloppement durable riziculture ivoire <url>", =
"ecologie : ¬´ sortir iderecyclage a infini¬†¬ª:                       jade lindgaard... error: check your database settings.", =
"ÄôecosysteÄôinnovation forestiere devenu ©alite <url>", =
"tableau levefonds 1er semestre 2014 : efficacite energetique [2/5] <url> #ecologie greenunivers", +
"vaucluse : escroquerie panneaux solaires :  an prison ferme Äôancien ©rant <url> #actualites", -
"©goleroyal presente, a berlin, nouveau modeenergetique francais - ministere ©veloppement durable <url>", =
"mediapart - ecologie : ¬´ sortir iderecyclage a infini¬†¬ª:                       ja... <url>", =
"oiseaux Äôaiment feux Äôartifice nouvel ... <url> #oiseaux #biodiversite #animaux #ecologie <utilisateur>", -
"©diapart - ecologie : ¬´ sortir iderecyclage a infini¬†¬ª <url> | <url> #©seaufdg", =
"<utilisateur> mdrrr gars changement climatique aussi", =
"offre Äôemploi: conseiller/conseillere ©veloppement durable <url> <utilisateur>", =
"#√âcologie #findumonde homme, ©ros, sauver. #ohwait <url>", =
"<utilisateur> <utilisateur> ecologie probleinvente pays ©veloppeparties souhaitant entrer politique", -
"200 villes renforcent ©silience face changement climatique : ©cessaire adaptation ! <url>", +
"victimes route serpents disparaissent - nouvelle ©publique (biodiversite monde vivant) <url>", -
"lemonde: gouyon- ogm panne biodiversite agricole <url> #latam #latinos #arg #bsas #chile #bogota #quebec", -
"arbres maisons ecologiques a ho-chi-minh-ville vietnam <url> <url>", =
"arbres maisons ecologiques a ho-chi-minh-ville vietnam: article arbres maisons e.. <url>", =
"#rse - conf. Äôinnovation, nouvelle frontiere strategies ©veloppement durable mme elisabeth laville, fo‚Ä¶<url>", =
"changement climatique finira ... ‚Äî  agriculture ©chauffement climatiq... <url>", +
"adieu green papa, vive pelouse ecologique ! <url>", +
"arbres plantetoits maison a ho-chi-minh-ville <url>", =
"rt <utilisateur>: arbres maisons ecologiques a ho-chi-minh-ville vietnam  <url> <url>", =
"#plfr <utilisateur> presente amdts groupe <utilisateur> empeannulations credits mission #ecologie #directan #budget", +
"<utilisateur> fh, president elu, ecologie ©cue sanction quotidienne taxe liberteeconomies.", -
"Äôue somme etats Äôoptimiser ©penses faveur enr | .. <url>", -
"<utilisateur> ©fendre credits ecologie plfr, ©las vain #directan <utilisateur>", -
"grand vallon ©compense efforts ©veloppement durable <url>", +
